,Year,RNOC,Participants,Rank,NOC,Gold,Silver,Bronze,Total,TSport,Tevent,man_sum,team_event_count,Aquatics,Archery,Athletics,Badminton,Baseball and Softball,Basketball,Basque Pelota,Boxing,Breaking,Canoeing,Cricket,Croquet,Cycling,Equestrian,Fencing,Field hockey,Football,Golf,Gymnastics,Handball,Jeu de Paume,Judo,Karate,Lacrosse,Modern Pentathlon,Polo,Rackets,Roque,Rowing,Rugby,Sailing,Shooting,Skateboarding,Sport Climbing,Surfing,Table Tennis,Taekwondo,Tennis,Triathlon,Tug of War,Volleyball,Water Motorsports,Weightlifting,Wrestling,menPropotion
294,1960,ETH,15,21,Ethiopia,1,0,0,1,17.0,150.0,15,1,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
295,1960,FIN,219,17,Finland,1,1,3,5,17.0,150.0,179,16,16,0,30,0,0,0,0,7,0,9,0,0,10,0,9,0,0,0,84,0,0,0,0,0,6,0,0,0,12,0,9,11,0,0,0,0,0,0,0,0,0,0,2,14,0.817351598173516
296,1960,FRA,363,25,France,0,2,3,5,17.0,150.0,291,30,50,0,45,0,0,12,0,8,0,9,0,0,17,14,33,16,17,0,84,0,0,0,0,0,6,0,0,0,16,0,11,9,0,0,0,0,0,0,0,0,0,0,6,10,0.8016528925619835
297,1960,GBR,389,12,Great Britain,2,6,12,20,17.0,150.0,292,33,46,0,80,0,0,0,0,10,0,8,0,0,17,16,32,15,15,0,84,0,0,0,0,0,6,0,0,0,26,0,11,10,0,0,0,0,0,0,0,0,0,0,7,6,0.7506426735218509
298,1960,GHA,15,32,Ghana,0,1,0,1,17.0,150.0,15,1,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
299,1960,GRE,59,21,Greece,1,0,0,1,17.0,150.0,59,7,2,0,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,10,0,0,0,0,0,0,0,0,0,0,1,3,1.0
300,1960,HUN,312,7,Hungary,6,8,7,21,17.0,150.0,241,25,52,0,34,0,0,12,0,6,0,13,0,0,5,6,34,0,16,0,84,0,0,0,0,0,6,0,0,0,12,0,5,11,0,0,0,0,0,0,0,0,0,0,5,11,0.7724358974358975
301,1960,IND,49,32,India,0,1,0,1,17.0,150.0,49,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,1.0
302,1960,IRQ,28,41,Iraq,0,0,1,1,17.0,150.0,28,1,0,0,18,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1.0
303,1960,ITA,402,3,Italy,13,10,13,36,17.0,150.0,323,37,56,0,55,0,0,12,0,10,0,13,0,0,17,13,33,18,16,0,84,0,0,0,0,0,6,0,0,0,26,0,11,9,0,0,0,0,0,0,0,0,0,0,7,16,0.8034825870646766
304,1960,JPN,278,8,Japan,4,7,7,18,17.0,150.0,218,19,52,0,25,0,0,12,0,5,0,0,0,0,6,5,21,14,0,0,84,0,0,0,0,0,2,0,0,0,14,0,6,9,0,0,0,0,0,0,0,0,0,0,7,16,0.7841726618705036
305,1960,MAR,111,32,Morocco,0,1,0,1,17.0,150.0,111,5,0,0,10,0,0,0,0,7,0,0,0,0,8,0,24,0,0,0,44,0,0,0,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,4,5,1.0
306,1960,MEX,110,41,Mexico,0,0,1,1,17.0,150.0,97,11,32,0,6,0,0,12,0,3,0,0,0,0,16,0,13,0,0,0,7,0,0,0,0,0,6,0,0,0,2,0,2,6,0,0,0,0,0,0,0,0,0,0,1,4,0.8818181818181818
307,1960,NED,160,28,Netherlands,0,1,2,3,17.0,150.0,91,18,40,0,10,0,0,0,0,3,0,7,0,0,17,0,8,16,0,0,36,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56875
308,1960,NOR,50,21,Norway,1,0,0,1,17.0,150.0,49,5,0,0,12,0,0,0,0,2,0,3,0,0,1,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,9,7,0,0,0,0,0,0,0,0,0,0,1,4,0.98
309,1960,NZL,47,14,New Zealand,2,0,1,3,17.0,150.0,41,2,0,0,22,0,0,0,0,0,0,0,0,0,1,1,3,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8723404255319149
310,1960,PAK,53,20,Pakistan,1,0,1,2,17.0,150.0,53,2,0,0,19,0,0,0,0,4,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,7,1.0
311,1960,POL,307,9,Poland,4,6,11,21,17.0,150.0,238,20,11,0,64,0,0,12,0,10,0,10,0,0,8,8,33,13,13,0,84,0,0,0,0,0,6,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,7,13,0.7752442996742671
312,1960,POR,109,32,Portugal,0,1,0,1,17.0,150.0,92,11,10,0,5,0,0,0,0,0,0,0,0,0,8,16,19,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,11,9,0,0,0,0,0,0,0,0,0,0,1,3,0.8440366972477065
313,1960,ROU,156,11,Romania,3,1,6,10,17.0,150.0,107,16,9,0,10,0,0,0,0,9,0,11,0,0,9,14,23,0,0,0,36,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,2,7,0.6858974358974359
314,1960,RSA,72,28,South Africa,0,1,2,3,17.0,150.0,66,6,15,0,13,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,5,0,3,7,0,0,0,0,0,0,0,0,0,0,3,5,0.9166666666666666
315,1960,SUI,221,24,Switzerland,0,3,3,6,17.0,150.0,219,21,15,0,27,0,0,0,0,6,0,7,0,0,16,12,12,16,0,0,48,0,0,0,0,0,6,0,0,0,18,0,11,12,0,0,0,0,0,0,0,0,0,0,3,12,0.9909502262443439
316,1960,SWE,258,16,Sweden,1,2,3,6,17.0,150.0,203,20,30,0,32,0,0,0,0,2,0,9,0,0,8,16,13,0,0,0,84,0,0,0,0,0,6,0,0,0,20,0,11,12,0,0,0,0,0,0,0,0,0,0,1,14,0.7868217054263565
317,1960,TCH,202,10,Czechoslovakia,3,2,3,8,17.0,150.0,153,15,5,0,34,0,0,12,0,3,0,13,0,0,6,2,0,0,0,0,84,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,0,0,0,0,0,0,0,3,5,0.7574257425742574
318,1960,TUR,58,6,Turkey,7,2,0,9,17.0,150.0,54,2,3,0,18,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0.9310344827586207
319,1960,URS,414,1,Soviet Union,43,29,31,103,17.0,150.0,315,35,55,0,97,0,0,12,0,10,0,13,0,0,17,16,33,0,0,0,84,0,0,0,0,0,6,0,0,0,26,0,11,12,0,0,0,0,0,0,0,0,0,0,6,16,0.7608695652173914
320,1960,USA,428,2,United States,34,21,16,71,17.0,150.0,326,35,69,0,96,0,0,12,0,10,0,13,0,0,17,16,33,0,0,0,84,0,0,0,0,0,6,0,0,0,26,0,11,12,0,0,0,0,0,0,0,0,0,0,7,16,0.7616822429906542
321,1960,USA,428,32,Formosa,0,1,0,1,17.0,150.0,326,35,69,0,96,0,0,12,0,10,0,13,0,0,17,16,33,0,0,0,84,0,0,0,0,0,6,0,0,0,26,0,11,12,0,0,0,0,0,0,0,0,0,0,7,16,0.7616822429906542
322,1960,VEN,54,41,Venezuela,0,0,1,1,17.0,150.0,45,5,2,0,13,0,0,0,0,3,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,2,0.8333333333333334
323,1960,YUG,185,18,Yugoslavia,1,1,0,2,17.0,150.0,163,14,26,0,23,0,0,12,0,4,0,3,0,0,8,0,2,0,16,0,63,0,0,0,0,0,0,0,0,0,12,0,3,8,0,0,0,0,0,0,0,0,0,0,0,5,0.8810810810810811
324,1964,ARG,148,30,Argentina,0,1,0,1,19,163,137,16,14,0,12,0,0,0,0,10,0,0,0,0,14,15,23,0,14,0,7,0,0,3,0,0,0,0,0,0,12,0,6,8,0,0,0,0,0,0,0,0,0,0,2,8,0.9256756756756757
325,1964,AUS,392,8,Australia,6,2,10,18,19,163,301,36,76,0,60,0,0,12,0,10,0,12,0,0,14,14,32,14,0,0,78,0,0,4,0,0,6,0,0,0,26,0,11,8,0,0,0,0,0,0,0,0,0,0,7,8,0.7678571428571429
326,1964,BAH,12,24,Bahamas,1,0,0,1,19,163,12,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
327,1964,BEL,74,20,Belgium,2,0,1,3,19,163,69,6,12,0,13,0,0,0,0,0,0,2,0,0,15,0,2,16,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0.9324324324324325
328,1964,BRA,65,35,Brazil,0,0,1,1,19,163,64,7,19,0,1,0,0,12,0,3,0,0,0,0,0,1,0,0,12,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0.9846153846153847
329,1964,BUL,116,11,Bulgaria,3,5,2,10,19,163,101,2,0,0,9,0,0,0,0,6,0,2,0,0,1,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,5,16,0.8706896551724138
330,1964,CAN,194,22,Canada,1,2,1,4,19,163,150,16,52,0,26,0,0,11,0,4,0,6,0,0,0,2,7,14,0,0,26,0,0,1,0,0,0,0,0,0,16,0,11,10,0,0,0,0,0,0,0,0,0,0,3,5,0.7731958762886598
331,1964,CUB,76,30,Cuba,0,1,0,1,19,163,73,3,0,0,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,48,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9605263157894737
332,1964,DEN,71,18,Denmark,2,1,3,6,19,163,61,13,6,0,5,0,0,0,0,4,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,4,0,0,0,0,0,0,0,0,0,0,0,3,0.8591549295774648
333,1964,ETH,19,24,Ethiopia,1,0,0,1,19,163,19,1,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
334,1964,FIN,151,12,Finland,3,0,2,5,19,163,138,9,14,0,17,0,0,12,0,5,0,3,0,0,0,0,0,0,0,0,58,0,0,0,0,0,6,0,0,0,7,0,5,10,0,0,0,0,0,0,0,0,0,0,4,10,0.9139072847682119
335,1964,FRA,214,21,France,1,8,6,15,19,163,174,21,17,0,51,0,0,0,0,4,0,2,0,0,18,14,32,0,0,0,36,0,0,4,0,0,0,0,0,0,23,0,3,5,0,0,0,0,0,0,0,0,0,0,2,3,0.8130841121495327
336,1964,GBR,301,10,Great Britain,4,12,2,18,19,163,228,26,53,0,82,0,0,0,0,8,0,6,0,0,18,15,31,18,0,0,24,0,0,4,0,0,6,0,0,0,8,0,9,8,0,0,0,0,0,0,0,0,0,0,5,6,0.7574750830564784
337,1964,GHA,40,35,Ghana,0,0,1,1,19,163,36,3,0,0,19,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
338,1964,HUN,319,6,Hungary,10,7,5,22,19,163,239,24,53,0,46,0,0,12,0,5,0,13,0,0,13,0,32,0,14,0,84,0,0,0,0,0,6,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,11,0,7,12,0.7492163009404389
339,1964,IND,111,24,India,1,0,0,1,19,163,110,6,2,0,17,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,13,0.990990990990991
340,1964,IRI,96,34,Iran,0,0,2,2,19,163,86,5,2,0,11,0,0,0,0,5,0,0,0,0,8,0,21,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,12,0.8958333333333334
341,1964,IRL,35,35,Ireland,0,0,1,1,19,163,33,2,0,0,9,0,0,0,0,5,0,0,0,0,0,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.9428571428571428
342,1964,ITA,256,5,Italy,10,10,7,27,19,163,238,26,45,0,28,0,0,12,0,10,0,6,0,0,18,14,32,0,0,0,48,0,0,2,0,0,1,0,0,0,18,0,10,5,0,0,0,0,0,0,0,0,0,0,2,5,0.9296875
343,1964,JPN,456,3,Japan,16,5,8,29,19,163,354,41,73,0,69,0,0,12,0,9,0,12,0,0,18,20,30,13,13,0,84,0,0,4,0,0,6,0,0,0,26,0,11,12,0,0,0,0,0,0,0,0,21,0,7,16,0.7763157894736842
344,1964,KEN,41,35,Kenya,0,0,1,1,19,163,41,1,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1.0
345,1964,KOR,240,27,South Korea,0,2,1,3,19,163,196,12,10,0,24,0,0,12,0,8,0,0,0,0,8,14,15,0,16,0,63,0,0,4,0,0,1,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,24,0,7,13,0.8166666666666667
346,1964,MEX,128,35,Mexico,0,0,1,1,19,163,122,14,26,0,7,0,0,10,0,5,0,0,0,0,14,14,0,0,14,0,0,0,0,3,0,0,6,0,0,0,3,0,11,6,0,0,0,0,0,0,0,0,0,0,1,8,0.953125
347,1964,NED,158,15,Netherlands,2,4,4,10,19,163,127,20,59,0,10,0,0,0,0,4,0,7,0,0,18,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,17,0,7,2,0,0,0,0,0,0,0,0,12,0,0,0,0.8037974683544303
348,1964,NGR,19,35,Nigeria,0,0,1,1,19,163,17,1,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8947368421052632
349,1964,NZL,88,12,New Zealand,3,0,2,5,19,163,65,6,2,0,20,0,0,0,0,2,0,0,0,0,8,6,0,14,0,0,15,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0.7386363636363636
350,1964,PAK,47,30,Pakistan,0,1,0,1,19,163,47,2,0,0,8,0,0,0,0,4,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,6,1.0
351,1964,PHI,70,30,Philippines,0,1,0,1,19,163,56,4,2,0,17,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,1,8,0.8
352,1964,POL,240,7,Poland,7,6,10,23,19,163,178,17,0,0,49,0,0,12,0,10,0,10,0,0,11,0,24,0,0,0,84,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,10,0,7,5,0.7416666666666667
353,1964,ROU,232,14,Romania,2,4,6,12,19,163,168,16,10,0,14,0,0,0,0,9,0,13,0,0,8,0,24,0,18,0,84,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,21,0,2,12,0.7241379310344828
354,1964,SUI,129,22,Switzerland,1,2,1,4,19,163,127,12,4,0,16,0,0,0,0,2,0,0,0,0,8,12,8,0,0,0,48,0,0,1,0,0,0,0,0,0,8,0,7,10,0,0,0,0,0,0,0,0,0,0,1,4,0.9844961240310077
355,1964,SWE,175,17,Sweden,2,2,4,8,19,163,122,15,26,0,18,0,0,0,0,0,0,11,0,0,8,6,10,0,0,0,57,0,0,0,0,0,6,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,3,9,0.6971428571428572
356,1964,TCH,187,9,Czechoslovakia,5,6,3,14,19,163,147,11,5,0,15,0,0,0,0,5,0,4,0,0,13,0,0,0,17,0,84,0,0,0,0,0,0,0,0,0,20,0,1,6,0,0,0,0,0,0,0,0,11,0,2,4,0.786096256684492
357,1964,TTO,18,28,Trinidad and Tobago,0,1,2,3,19,163,18,2,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1.0
358,1964,TUR,25,16,Turkey,2,3,1,6,19,163,25,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,16,1.0
359,1964,URS,463,2,Soviet Union,30,31,35,96,19,163,350,38,65,0,104,0,0,12,0,10,0,13,0,0,18,20,32,0,0,0,84,0,0,4,0,0,6,0,0,0,26,0,11,12,0,0,0,0,0,0,0,0,23,0,7,16,0.755939524838013
360,1964,URU,29,35,Uruguay,0,0,1,1,19,163,29,4,0,0,0,0,0,12,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
361,1964,USA,492,1,United States,36,26,28,90,19,163,356,39,98,0,99,0,0,12,0,10,0,13,0,0,18,20,31,0,0,0,84,0,0,4,0,0,6,0,0,0,27,0,11,12,0,0,0,0,0,0,0,0,24,0,7,16,0.7235772357723578
362,1964,YUG,123,19,Yugoslavia,2,1,2,5,19,163,119,7,15,0,12,0,0,12,0,0,0,4,0,0,0,0,0,0,16,0,48,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.967479674796748
363,1968,ARG,132,41,Argentina,0,0,2,2,18,172,123,13,20,0,9,0,0,0,0,7,0,0,0,0,16,14,22,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,4,0,0,0,0,0,0,0,0,0,0,1,6,0.9318181818181818
364,1968,AUS,224,9,Australia,5,7,5,17,18,172,163,21,76,0,35,0,0,0,0,4,0,7,0,0,14,14,11,14,0,0,12,0,0,0,0,0,6,0,0,0,11,0,11,3,0,0,0,0,0,0,0,0,0,0,2,4,0.7276785714285714
365,1968,AUT,59,32,Austria,0,2,2,4,18,172,48,6,8,0,12,0,0,0,0,2,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,1,1,0.8135593220338984
366,1968,BEL,106,36,Belgium,0,1,1,2,18,172,90,7,11,0,20,0,0,0,0,0,0,3,0,0,18,0,5,15,0,0,10,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,12,0,2,2,0.8490566037735849
367,1968,BRA,89,35,Brazil,0,1,2,3,18,172,85,10,19,0,3,0,0,12,0,2,0,0,0,0,0,6,7,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,0,0,0,0,0,0,0,0,12,0,1,0,0.9550561797752809
368,1968,BUL,189,18,Bulgaria,2,4,3,9,18,172,151,9,7,0,10,0,0,12,0,9,0,3,0,0,0,0,0,0,18,0,78,0,0,0,0,0,6,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,12,0,5,16,0.798941798941799
369,1968,CAN,291,23,Canada,1,3,1,5,18,172,212,26,63,0,40,0,0,0,0,4,0,13,0,0,11,20,16,0,0,0,70,0,0,0,0,0,0,0,0,0,15,0,11,12,0,0,0,0,0,0,0,0,0,0,4,12,0.7285223367697594
370,1968,CUB,227,31,Cuba,0,4,0,4,18,172,177,15,24,0,32,0,0,12,0,11,0,0,0,0,14,0,23,0,0,0,84,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,5,3,0.7797356828193832
371,1968,DEN,93,22,Denmark,1,4,3,8,18,172,83,11,8,0,6,0,0,0,0,2,0,5,0,0,19,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,10,0,12,8,0,0,0,0,0,0,0,0,0,0,0,3,0.8924731182795699
372,1968,ETH,26,25,Ethiopia,1,1,0,2,18,172,26,1,0,0,14,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
373,1968,FIN,126,24,Finland,1,2,1,4,18,172,114,6,10,0,12,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,48,0,0,0,0,0,6,0,0,0,2,0,3,11,0,0,0,0,0,0,0,0,0,0,5,9,0.9047619047619048
374,1968,FRA,311,6,France,7,3,5,15,18,172,229,28,36,0,53,0,0,0,0,6,0,6,0,0,18,14,32,18,18,0,57,0,0,0,0,0,6,0,0,0,17,0,9,8,0,0,0,0,0,0,0,0,0,0,5,8,0.7363344051446945
375,1968,FRG,432,8,West Germany,5,11,10,26,18,172,334,37,82,0,84,0,0,0,0,8,0,13,0,0,18,20,32,18,0,0,84,0,0,0,0,0,6,0,0,0,27,0,11,12,0,0,0,0,0,0,0,0,0,0,5,12,0.7731481481481481
376,1968,GBR,328,10,Great Britain,5,5,3,13,18,172,235,27,69,0,82,0,0,0,0,9,0,10,0,0,16,20,31,18,0,0,24,0,0,0,0,0,6,0,0,0,11,0,11,10,0,0,0,0,0,0,0,0,0,0,7,4,0.7164634146341463
377,1968,GDR,346,5,East Germany,9,9,7,25,18,172,263,32,65,0,53,0,0,0,0,8,0,12,0,0,11,14,7,14,0,0,84,0,0,0,0,0,6,0,0,0,26,0,8,12,0,0,0,0,0,0,0,0,12,0,3,11,0.7601156069364162
378,1968,GRE,44,42,Greece,0,0,1,1,18,172,44,3,11,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,2,8,1.0
379,1968,HUN,303,4,Hungary,10,10,12,32,18,172,220,24,51,0,41,0,0,0,0,6,0,13,0,0,12,0,32,0,17,0,84,0,0,0,0,0,6,0,0,0,6,0,4,9,0,0,0,0,0,0,0,0,0,0,7,15,0.7260726072607261
380,1968,IND,27,42,India,0,0,1,1,18,172,27,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,1.0
381,1968,ITA,268,13,Italy,3,4,9,16,18,172,235,24,39,0,32,0,0,12,0,11,0,2,0,0,19,14,32,0,0,0,63,0,0,0,0,0,6,0,0,0,14,0,8,8,0,0,0,0,0,0,0,0,0,0,3,5,0.8768656716417911
382,1968,JAM,35,39,Jamaica,0,1,0,1,18,172,24,4,1,0,25,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6857142857142857
383,1968,JPN,289,3,Japan,11,7,7,25,18,172,223,18,61,0,25,0,0,0,0,4,0,3,0,0,2,7,8,14,16,0,84,0,0,0,0,0,6,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,20,0,7,16,0.7716262975778547
384,1968,KEN,50,14,Kenya,3,4,2,9,18,172,47,2,0,0,29,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.94
385,1968,KOR,66,36,South Korea,0,1,1,2,18,172,51,2,6,0,4,0,0,11,0,7,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,6,8,0.7727272727272727
386,1968,MEX,446,15,Mexico,3,3,3,9,18,172,343,40,93,0,39,0,0,12,0,11,0,13,0,0,18,16,31,17,17,0,84,0,0,0,0,0,6,0,0,0,25,0,11,14,0,0,0,0,0,0,0,0,24,0,3,12,0.7690582959641256
387,1968,NED,140,17,Netherlands,3,3,1,7,18,172,97,19,47,0,17,0,0,0,0,2,0,10,0,0,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6928571428571428
388,1968,NOR,86,25,Norway,1,1,0,2,18,172,47,7,3,0,6,0,0,0,0,1,0,5,0,0,9,0,2,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,1,3,0.5465116279069767
389,1968,NZL,65,27,New Zealand,1,0,2,3,18,172,51,6,13,0,10,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0.7846153846153846
390,1968,PAK,15,29,Pakistan,1,0,0,1,18,172,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0
391,1968,POL,296,11,Poland,5,2,11,18,18,172,219,19,20,0,46,0,0,12,0,11,0,8,0,0,14,6,32,0,0,0,84,0,0,0,0,0,0,0,0,0,3,0,3,13,0,0,0,0,0,0,0,0,24,0,7,13,0.7398648648648649
392,1968,ROU,100,12,Romania,4,6,5,15,18,172,79,10,4,0,11,0,0,0,0,9,0,13,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,15,0.79
393,1968,SUI,155,33,Switzerland,0,1,4,5,18,172,147,13,12,0,26,0,0,0,0,1,0,0,0,0,6,12,8,0,0,0,48,0,0,0,0,0,1,0,0,0,18,0,6,11,0,0,0,0,0,0,0,0,0,0,0,6,0.9483870967741935
394,1968,SWE,186,20,Sweden,2,1,1,4,18,172,150,15,46,0,25,0,0,0,0,2,0,11,0,0,14,0,9,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,2,8,0.8064516129032258
395,1968,TCH,203,7,Czechoslovakia,7,2,4,13,18,172,143,11,4,0,14,0,0,0,0,5,0,5,0,0,12,0,0,0,18,0,84,0,0,0,0,0,1,0,0,0,16,0,0,10,0,0,0,0,0,0,0,0,24,0,4,6,0.7044334975369458
396,1968,TPE,93,42,Taiwan,0,0,1,1,18,172,62,3,15,0,24,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,5,0,0.6666666666666666
397,1968,URS,471,2,Soviet Union,29,32,30,91,18,172,348,38,96,0,82,0,0,12,0,11,0,13,0,0,18,19,32,0,0,0,84,0,0,0,0,0,6,0,0,0,27,0,11,14,0,0,0,0,0,0,0,0,23,0,7,16,0.7388535031847133
