Country,Year,Sport,Gold,Silver,Bronze,Total_medal,athlete_count,female_count,male_count,participated_team_events_count
Belgium,1920,Swimming,0,0,1,1,17,1,16,2
Belgium,1920,Tennis,0,0,0,0,32,16,16,3
Belgium,1920,Tug-Of-War,0,0,1,1,8,0,8,1
Belgium,1920,Water Polo,0,1,0,1,8,0,8,1
Belgium,1920,Weightlifting,1,1,1,3,7,0,7,0
Belgium,1920,Wrestling,0,0,0,0,14,0,14,0
Belgium,1924,Art Competitions,0,0,0,0,6,1,5,0
Belgium,1924,Athletics,0,0,0,0,21,0,21,1
Belgium,1924,Boxing,1,0,1,2,10,0,10,0
Belgium,1924,Cycling,0,2,1,3,18,0,18,2
Belgium,1924,Diving,0,0,0,0,3,1,2,0
Belgium,1924,Equestrianism,0,0,0,0,19,0,19,2
Belgium,1924,Fencing,1,2,1,4,29,0,29,3
Belgium,1924,Football,0,0,0,0,11,0,11,1
Belgium,1924,Modern Pentathlon,0,0,0,0,4,0,4,0
Belgium,1924,Rowing,0,0,0,0,17,0,17,3
Belgium,1924,Sailing,1,0,0,1,9,0,9,2
Belgium,1924,Shooting,0,0,0,0,27,0,27,2
Belgium,1924,Swimming,0,1,0,1,6,0,6,1
Belgium,1924,Tennis,0,0,0,0,18,8,10,3
Belgium,1924,Water Polo,0,1,0,1,11,0,11,1
Belgium,1924,Weightlifting,0,0,0,0,8,0,8,0
Belgium,1924,Wrestling,0,1,0,1,17,0,17,0
Belgium,1928,Art Competitions,0,0,0,0,38,1,37,2
Belgium,1928,Athletics,0,0,0,0,53,12,41,4
Belgium,1928,Boxing,0,0,1,1,6,0,6,0
Belgium,1928,Cycling,0,0,0,0,14,0,14,2
Belgium,1928,Equestrianism,0,0,0,0,18,0,18,3
Belgium,1928,Fencing,0,0,0,0,29,3,26,3
Belgium,1928,Football,0,0,0,0,14,0,14,1
Belgium,1928,Hockey,0,0,0,0,18,0,18,1
Belgium,1928,Modern Pentathlon,0,0,0,0,3,0,3,0
Belgium,1928,Rowing,0,0,1,1,22,0,22,5
Belgium,1928,Sailing,0,0,0,0,6,0,6,1
Belgium,1928,Swimming,0,0,0,0,8,0,8,1
Belgium,1928,Water Polo,0,0,0,0,10,0,10,1
Belgium,1928,Weightlifting,0,0,0,0,8,0,8,0
Belgium,1928,Wrestling,0,1,0,1,13,0,13,0
Belgium,1932,Art Competitions,0,0,1,1,57,24,33,1
Belgium,1932,Fencing,0,0,0,0,12,1,11,1
Belgium,1936,Art Competitions,0,0,1,1,56,0,56,0
Belgium,1936,Athletics,0,0,0,0,18,2,16,0
Belgium,1936,Basketball,0,0,0,0,8,0,8,1
Belgium,1936,Boxing,0,0,0,0,8,0,8,0
Belgium,1936,Canoeing,0,0,0,0,9,0,9,3
Belgium,1936,Cycling,0,0,1,1,16,0,16,3
Belgium,1936,Equestrianism,0,0,0,0,6,0,6,1
Belgium,1936,Fencing,0,0,0,0,29,3,26,3
Belgium,1936,Hockey,0,0,0,0,14,0,14,1
Belgium,1936,Modern Pentathlon,0,0,0,0,3,0,3,0
Belgium,1936,Rowing,0,0,0,0,7,0,7,2
Belgium,1936,Sailing,0,0,0,0,3,0,3,1
Belgium,1936,Shooting,0,0,0,0,8,0,8,0
Belgium,1936,Water Polo,0,0,1,1,9,0,9,1
Belgium,1936,Wrestling,0,0,0,0,11,0,11,0
Belgium,1948,Art Competitions,0,0,0,0,7,1,6,0
Belgium,1948,Athletics,1,0,1,2,26,3,23,1
Belgium,1948,Basketball,0,0,0,0,14,0,14,1
Belgium,1948,Boxing,0,1,0,1,8,0,8,0
Belgium,1948,Canoeing,0,0,0,0,9,1,8,3
Belgium,1948,Cycling,1,1,1,3,16,0,16,3
Belgium,1948,Fencing,0,0,1,1,27,3,24,3
Belgium,1948,Gymnastics,0,0,0,0,8,8,0,1
Belgium,1948,Hockey,0,0,0,0,13,0,13,1
Belgium,1948,Modern Pentathlon,0,0,0,0,3,0,3,0
Belgium,1948,Rowing,0,0,0,0,4,0,4,2
Belgium,1948,Sailing,0,0,0,0,12,0,12,2
Belgium,1948,Shooting,0,0,0,0,4,0,4,0
Belgium,1948,Swimming,0,0,0,0,8,7,1,2
Belgium,1948,Water Polo,0,0,0,0,8,0,8,1
Belgium,1948,Weightlifting,0,0,0,0,3,0,3,0
Belgium,1948,Wrestling,0,0,0,0,12,0,12,0
Belgium,1952,Athletics,0,0,0,0,27,0,27,1
Belgium,1952,Basketball,0,0,0,0,12,0,12,1
Belgium,1952,Boxing,0,0,0,0,5,0,5,0
Belgium,1952,Canoeing,0,0,0,0,4,0,4,1
Belgium,1952,Cycling,2,1,0,3,16,0,16,3
Belgium,1952,Fencing,0,0,0,0,26,0,26,3
Belgium,1952,Gymnastics,0,0,0,0,21,0,21,3
Belgium,1952,Hockey,0,0,0,0,13,0,13,1
Belgium,1952,Modern Pentathlon,0,0,0,0,1,0,1,0
Belgium,1952,Rowing,0,1,0,1,12,0,12,4
Belgium,1952,Sailing,0,0,0,0,4,0,4,1
Belgium,1952,Shooting,0,0,0,0,6,0,6,0
Belgium,1952,Swimming,0,0,0,0,13,8,5,3
Belgium,1952,Water Polo,0,0,0,0,10,0,10,1
Belgium,1952,Weightlifting,0,0,0,0,2,0,2,0
Belgium,1952,Wrestling,0,0,0,0,12,0,12,0
Belgium,1956,Athletics,0,0,0,0,9,0,9,0
Belgium,1956,Boxing,0,0,0,0,1,0,1,0
Belgium,1956,Canoeing,0,0,0,0,2,0,2,1
Belgium,1956,Cycling,0,0,0,0,14,0,14,2
Belgium,1956,Equestrianism,0,0,0,0,6,2,4,1
Belgium,1956,Fencing,0,0,0,0,16,0,16,2
Belgium,1956,Hockey,0,0,0,0,12,0,12,1
Belgium,1956,Rowing,0,0,0,0,7,0,7,3
Belgium,1956,Sailing,0,1,0,1,1,0,1,0
Belgium,1956,Shooting,0,0,0,0,3,0,3,0
Belgium,1956,Swimming,0,0,0,0,6,3,3,1
Belgium,1956,Weightlifting,0,0,0,0,1,0,1,0
Belgium,1956,Wrestling,0,1,0,1,4,0,4,0
Belgium,1960,Athletics,0,1,0,1,19,0,19,2
Belgium,1960,Boxing,0,0,0,0,4,0,4,0
Belgium,1960,Canoeing,0,0,0,0,7,0,7,2
Belgium,1960,Cycling,0,1,1,2,15,0,15,2
Belgium,1960,Equestrianism,0,0,0,0,2,1,1,0
Belgium,1960,Fencing,0,0,0,0,26,3,23,3
Belgium,1960,Gymnastics,0,0,0,0,29,15,14,4
Belgium,1960,Hockey,0,0,0,0,17,0,17,1
Belgium,1960,Modern Pentathlon,0,0,0,0,1,0,1,0
Belgium,1960,Rowing,0,0,0,0,5,0,5,2
Belgium,1960,Sailing,0,0,1,1,3,0,3,1
Belgium,1960,Shooting,0,0,0,0,5,0,5,0
Belgium,1960,Swimming,0,0,0,0,3,1,2,0
Belgium,1960,Water Polo,0,0,0,0,7,0,7,1
Belgium,1960,Weightlifting,0,0,0,0,2,0,2,0
Belgium,1960,Wrestling,0,0,0,0,5,0,5,0
Belgium,1964,Athletics,1,0,0,1,13,0,13,1
Belgium,1964,Canoeing,0,0,0,0,2,0,2,1
Belgium,1964,Cycling,1,0,1,2,15,0,15,2
Belgium,1964,Fencing,0,0,0,0,2,0,2,0
Belgium,1964,Gymnastics,0,0,0,0,5,5,0,1
Belgium,1964,Hockey,0,0,0,0,16,0,16,1
Belgium,1964,Rowing,0,0,0,0,2,0,2,1
Belgium,1964,Sailing,0,0,0,0,1,0,1,0
Belgium,1964,Shooting,0,0,0,0,2,0,2,0
Belgium,1964,Swimming,0,0,0,0,2,0,2,0
Belgium,1964,Water Polo,0,0,0,0,10,0,10,1
Belgium,1964,Weightlifting,0,0,0,0,1,0,1,0
Belgium,1964,Wrestling,0,0,0,0,3,0,3,0
Belgium,1968,Athletics,0,0,0,0,20,2,18,0
Belgium,1968,Canoeing,0,0,0,0,3,0,3,1
Belgium,1968,Cycling,0,0,1,1,18,0,18,3
Belgium,1968,Fencing,0,0,0,0,5,0,5,0
Belgium,1968,Gymnastics,0,0,0,0,10,10,0,1
Belgium,1968,Hockey,0,0,0,0,15,0,15,1
Belgium,1968,Rowing,0,0,0,0,1,0,1,0
Belgium,1968,Sailing,0,0,0,0,3,0,3,1
Belgium,1968,Shooting,0,0,0,0,4,0,4,0
Belgium,1968,Swimming,0,0,0,0,11,4,7,0
Belgium,1968,Volleyball,0,0,0,0,12,0,12,1
Belgium,1968,Weightlifting,0,1,0,1,2,0,2,0
Belgium,1968,Wrestling,0,0,0,0,2,0,2,0
Belgium,1972,Archery,0,0,0,0,3,0,3,0
Belgium,1972,Athletics,0,2,0,2,19,2,17,0
Belgium,1972,Canoeing,0,0,0,0,8,1,7,2
Belgium,1972,Cycling,0,0,0,0,18,0,18,3
Belgium,1972,Equestrianism,0,0,0,0,7,1,6,1
Belgium,1972,Fencing,0,0,0,0,1,1,0,0
Belgium,1972,Hockey,0,0,0,0,17,0,17,1
Belgium,1972,Judo,0,0,0,0,4,0,4,0
Belgium,1972,Rowing,0,0,0,0,5,0,5,2
Belgium,1972,Sailing,0,0,0,0,4,0,4,1
Belgium,1972,Shooting,0,0,0,0,7,0,7,0
Belgium,1972,Swimming,0,0,0,0,9,3,6,0
Belgium,1972,Weightlifting,0,0,0,0,1,0,1,0
Belgium,1972,Wrestling,0,0,0,0,3,0,3,0
Belgium,1976,Archery,0,0,0,0,2,0,2,0
Belgium,1976,Athletics,0,2,1,3,36,13,23,1
Belgium,1976,Boxing,0,0,0,0,1,0,1,0
Belgium,1976,Canoeing,0,0,0,0,13,3,10,4
Belgium,1976,Cycling,0,1,0,1,11,0,11,1
Belgium,1976,Equestrianism,0,0,2,2,7,0,7,1
Belgium,1976,Fencing,0,0,0,0,5,3,2,0
Belgium,1976,Gymnastics,0,0,0,0,10,10,0,1
Belgium,1976,Hockey,0,0,0,0,15,0,15,1
Belgium,1976,Judo,0,0,0,0,2,0,2,0
Belgium,1976,Rowing,0,0,0,0,7,0,7,2
Belgium,1976,Sailing,0,0,0,0,3,0,3,1
Belgium,1976,Shooting,0,0,0,0,6,2,4,0
Belgium,1976,Swimming,0,0,0,0,27,22,5,3
Belgium,1976,Weightlifting,0,0,0,0,1,0,1,0
Belgium,1976,Wrestling,0,0,0,0,3,0,3,0
Belgium,1980,Archery,0,0,0,0,2,0,2,0
Belgium,1980,Athletics,0,0,0,0,25,10,15,3
Belgium,1980,Canoeing,0,0,0,0,7,1,6,2
Belgium,1980,Cycling,0,0,0,0,14,0,14,2
Belgium,1980,Fencing,0,0,0,0,5,1,4,0
Belgium,1980,Judo,1,0,0,1,2,0,2,0
Belgium,1980,Shooting,0,0,0,0,3,1,2,0
Belgium,1980,Swimming,0,0,0,0,20,17,3,2
Belgium,1980,Weightlifting,0,0,0,0,3,0,3,0
Belgium,1980,Wrestling,0,0,0,0,3,0,3,0
Belgium,1984,Archery,0,0,0,0,5,2,3,0
Belgium,1984,Athletics,0,0,0,0,15,4,11,0
Belgium,1984,Canoeing,0,0,0,0,8,2,6,3
Belgium,1984,Cycling,1,0,0,1,11,0,11,1
Belgium,1984,Diving,0,0,0,0,2,0,2,0
Belgium,1984,Equestrianism,0,0,0,0,6,0,6,1
Belgium,1984,Fencing,0,0,0,0,10,0,10,1
Belgium,1984,Judo,0,0,0,0,2,0,2,0
Belgium,1984,Rhythmic Gymnastics,0,0,0,0,1,1,0,0
Belgium,1984,Rowing,0,1,1,2,6,1,5,2
Belgium,1984,Sailing,0,0,0,0,1,0,1,0
Belgium,1984,Shooting,0,0,0,0,6,1,5,0
Belgium,1984,Swimming,0,0,1,1,9,7,2,0
Belgium,1984,Synchronized Swimming,0,0,0,0,4,4,0,1
Belgium,1988,Archery,0,0,0,0,6,0,6,1
Belgium,1988,Athletics,0,0,0,0,16,6,10,0
Belgium,1988,Canoeing,0,0,0,0,2,1,1,0
Belgium,1988,Cycling,0,0,0,0,6,2,4,0
Belgium,1988,Diving,0,0,0,0,2,0,2,0
Belgium,1988,Equestrianism,0,0,0,0,1,0,1,0
Belgium,1988,Fencing,0,0,0,0,3,0,3,0
Belgium,1988,Gymnastics,0,0,0,0,5,5,0,1
Belgium,1988,Judo,0,0,1,1,4,0,4,0
Belgium,1988,Rhythmic Gymnastics,0,0,0,0,1,1,0,0
Belgium,1988,Rowing,0,0,0,0,8,5,3,2
Belgium,1988,Shooting,0,0,1,1,8,3,5,0
Belgium,1988,Swimming,0,0,0,0,19,10,9,0
Belgium,1988,Synchronized Swimming,0,0,0,0,1,1,0,0
Belgium,1988,Table Tennis,0,0,0,0,2,1,1,0
Belgium,1988,Wrestling,0,0,0,0,1,0,1,0
Belgium,1992,Archery,0,0,0,0,1,0,1,0
Belgium,1992,Athletics,0,0,0,0,8,3,5,0
Belgium,1992,Badminton,0,0,0,0,1,0,1,0
Belgium,1992,Boxing,0,0,0,0,1,0,1,0
Belgium,1992,Canoeing,0,0,0,0,4,0,4,2
Belgium,1992,Cycling,0,0,1,1,9,2,7,0
Belgium,1992,Diving,0,0,0,0,1,0,1,0
Belgium,1992,Equestrianism,0,0,0,0,16,4,12,2
Belgium,1992,Gymnastics,0,0,0,0,5,5,0,1
Belgium,1992,Judo,0,0,1,1,9,5,4,0
Belgium,1992,Rhythmic Gymnastics,0,0,0,0,1,1,0,0
Belgium,1992,Rowing,0,1,0,1,9,3,6,3
Belgium,1992,Sailing,0,0,0,0,5,2,3,1
Belgium,1992,Shooting,0,0,0,0,5,4,1,0
Belgium,1992,Swimming,0,0,0,0,23,9,14,2
Belgium,1992,Table Tennis,0,0,0,0,3,0,3,1
Belgium,1992,Tennis,0,0,0,0,1,1,0,0
Belgium,1992,Wrestling,0,0,0,0,1,0,1,0
Belgium,1996,Archery,0,0,0,0,1,0,1,0
Belgium,1996,Athletics,0,0,0,0,14,2,12,0
Belgium,1996,Canoeing,0,0,0,0,5,1,4,2
Belgium,1996,Cycling,0,0,0,0,10,1,9,0
Belgium,1996,Equestrianism,0,0,0,0,10,1,9,1
Belgium,1996,Judo,1,1,2,4,7,4,3,0
Belgium,1996,Rhythmic Gymnastics,0,0,0,0,1,1,0,0
Belgium,1996,Rowing,0,0,0,0,5,1,4,2
Belgium,1996,Sailing,0,1,0,1,3,1,2,0
Belgium,1996,Shooting,0,0,0,0,6,2,4,0
Belgium,1996,Swimming,1,0,0,1,11,9,2,0
Belgium,1996,Table Tennis,0,0,0,0,2,0,2,0
Belgium,1996,Tennis,0,0,0,0,5,5,0,1
Belgium,1996,Wrestling,0,0,0,0,1,0,1,0
Belgium,2000,Archery,0,0,0,0,1,0,1,0
Belgium,2000,Athletics,0,0,0,0,9,3,6,1
Belgium,2000,Badminton,0,0,0,0,1,0,1,0
Belgium,2000,Canoeing,0,0,0,0,1,0,1,0
Belgium,2000,Cycling,0,2,0,2,14,3,11,1
Belgium,2000,Equestrianism,0,0,0,0,6,1,5,1
Belgium,2000,Gymnastics,0,0,0,0,5,5,0,1
Belgium,2000,Judo,0,0,2,2,9,7,2,0
Belgium,2000,Rowing,0,0,0,0,4,0,4,1
Belgium,2000,Sailing,0,0,0,0,4,2,2,0
Belgium,2000,Shooting,0,0,0,0,2,2,0,0
Belgium,2000,Swimming,0,0,0,0,25,23,2,5
Belgium,2000,Table Tennis,0,0,0,0,4,0,4,1
Belgium,2000,Tennis,0,0,1,1,5,5,0,1
Belgium,2000,Triathlon,0,0,0,0,2,2,0,0
Belgium,2000,Weightlifting,0,0,0,0,2,1,1,0
Belgium,2004,Athletics,0,0,0,0,11,7,4,1
Belgium,2004,Canoeing,0,0,0,0,3,1,2,1
Belgium,2004,Cycling,0,0,1,1,12,1,11,1
Belgium,2004,Equestrianism,0,0,0,0,18,2,16,2
Belgium,2004,Fencing,0,0,0,0,1,0,1,0
Belgium,2004,Gymnastics,0,0,0,0,5,5,0,1
Belgium,2004,Judo,0,0,1,1,3,3,0,0
Belgium,2004,Rowing,0,0,0,0,3,0,3,1
Belgium,2004,Sailing,0,0,0,0,4,2,2,0
Belgium,2004,Shooting,0,0,0,0,1,1,0,0
Belgium,2004,Table Tennis,0,0,0,0,1,0,1,0
Belgium,2004,Taekwondo,0,0,0,0,1,1,0,0
Belgium,2004,Tennis,1,0,0,1,5,1,4,1
Belgium,2004,Triathlon,0,0,0,0,2,2,0,0
Belgium,2008,Athletics,1,1,0,2,21,8,13,3
Belgium,2008,Beach Volleyball,0,0,0,0,2,2,0,1
Belgium,2008,Canoeing,0,0,0,0,2,0,2,1
Belgium,2008,Cycling,0,0,0,0,13,1,12,1
Belgium,2008,Equestrianism,0,0,0,0,3,1,2,0
Belgium,2008,Football,0,0,0,0,19,0,19,1
Belgium,2008,Gymnastics,0,0,0,0,10,4,6,3
Belgium,2008,Hockey,0,0,0,0,16,0,16,1
Belgium,2008,Judo,0,0,0,0,3,2,1,0
Belgium,2008,Rowing,0,0,0,0,3,0,3,1
Belgium,2008,Sailing,0,0,0,0,3,2,1,1
Belgium,2008,Swimming,0,0,0,0,9,2,7,1
Belgium,2008,Table Tennis,0,0,0,0,1,0,1,0
Belgium,2008,Tennis,0,0,0,0,4,0,4,1
Belgium,2008,Triathlon,0,0,0,0,2,0,2,0
Belgium,2008,Weightlifting,0,0,0,0,1,0,1,0
Belgium,2012,Athletics,0,0,0,0,17,7,10,1
Belgium,2012,Badminton,0,0,0,0,2,1,1,0
Belgium,2012,Canoeing,0,0,0,0,6,0,6,2
Belgium,2012,Cycling,0,0,0,0,19,5,14,1
Belgium,2012,Equestrianism,0,0,0,0,19,5,14,2
Belgium,2012,Gymnastics,0,0,0,0,10,4,6,3
Belgium,2012,Hockey,0,0,0,0,32,16,16,2
Belgium,2012,Judo,0,0,1,1,5,2,3,0
Belgium,2012,Rowing,0,0,0,0,1,0,1,0
Belgium,2012,Sailing,0,0,1,1,3,2,1,0
Belgium,2012,Shooting,0,1,0,1,1,0,1,0
Belgium,2012,Swimming,0,0,0,0,18,4,14,3
Belgium,2012,Table Tennis,0,0,0,0,1,0,1,0
Belgium,2012,Tennis,0,0,0,0,5,2,3,0
Belgium,2012,Triathlon,0,0,0,0,2,1,1,0
Belgium,2012,Weightlifting,0,0,0,0,1,0,1,0
Belgium,2016,Archery,0,0,0,0,1,0,1,0
Belgium,2016,Athletics,1,0,0,1,27,10,17,1
Belgium,2016,Badminton,0,0,0,0,2,1,1,0
Belgium,2016,Canoeing,0,0,0,0,1,0,1,0
Belgium,2016,Cycling,1,0,1,2,17,8,9,0
Belgium,2016,Equestrianism,0,0,0,0,5,2,3,0
Belgium,2016,Fencing,0,0,0,0,1,0,1,0
Belgium,2016,Golf,0,0,0,0,3,1,2,0
Belgium,2016,Gymnastics,0,0,0,0,20,19,1,2
Belgium,2016,Hockey,0,1,0,1,16,0,16,1
Belgium,2016,Judo,0,0,1,1,5,1,4,0
Belgium,2016,Rowing,0,0,0,0,1,0,1,0
Belgium,2016,Sailing,0,0,0,0,4,1,3,1
Belgium,2016,Shooting,0,0,0,0,1,0,1,0
Belgium,2016,Swimming,0,1,0,1,21,3,18,3
Belgium,2016,Taekwondo,0,0,0,0,3,1,2,0
Belgium,2016,Tennis,0,0,0,0,5,4,1,1
Belgium,2016,Triathlon,0,0,0,0,4,2,2,0
Belgium,2016,Weightlifting,0,0,0,0,1,0,1,0
Belgium,2020,3x3 Basketball,0,0,0,0,4,0,4,1
Belgium,2020,Archery,0,0,0,0,1,0,1,0
Belgium,2020,Artistic Gymnastics,1,0,0,1,24,24,0,1
Belgium,2020,Athletics,1,0,1,2,43,20,23,4
Belgium,2020,Badminton,0,0,0,0,1,1,0,0
Belgium,2020,Basketball,0,0,0,0,12,12,0,1
Belgium,2020,Canoe Slalom,0,0,0,0,1,0,1,0
Belgium,2020,Canoe Sprint,0,0,0,0,5,4,1,1
Belgium,2020,Cycling BMX Racing,0,0,0,0,1,1,0,1
Belgium,2020,Cycling Mountain Bike,0,0,0,0,2,1,1,0
Belgium,2020,Cycling Road,0,1,0,1,11,4,7,0
Belgium,2020,Cycling Track,0,0,0,0,8,4,4,3
Belgium,2020,Equestrian,0,0,1,1,18,7,11,2
Belgium,2020,Golf,0,0,0,0,3,1,2,0
Belgium,2020,Hockey,1,0,0,1,18,0,18,1
Belgium,2020,Judo,0,0,1,1,4,1,3,0
Belgium,2020,Rowing,0,0,0,0,2,0,2,1
Belgium,2020,Sailing,0,0,0,0,4,3,1,1
Belgium,2020,Shooting,0,0,0,0,1,1,0,0
Belgium,2020,Skateboarding,0,0,0,0,2,1,1,0
Belgium,2020,Swimming,0,0,0,0,4,2,2,0
Belgium,2020,Taekwondo,0,0,0,0,1,0,1,0
Belgium,2020,Tennis,0,0,0,0,6,4,2,2
Belgium,2020,Triathlon,0,0,0,0,7,4,3,1
Belgium,2020,Weightlifting,0,0,0,0,2,2,0,0
Belgium,2024,Artistic Gymnastics,0,0,0,0,22,9,13,2
Belgium,2024,Athletics,1,1,1,3,60,30,30,4
Belgium,2024,Badminton,0,0,0,0,2,1,1,0
Belgium,2024,Basketball,0,0,0,0,12,12,0,1
Belgium,2024,Boxing,0,0,0,0,3,1,2,0
Belgium,2024,Canoe Sprint,0,0,0,0,5,4,1,1
Belgium,2024,Cycling BMX Racing,0,0,0,0,4,2,2,2
Belgium,2024,Cycling Mountain Bike,0,0,0,0,3,1,2,0
Belgium,2024,Cycling Road,2,0,1,3,9,3,6,0
Belgium,2024,"Cycling Road, Cycling Track",0,0,0,0,3,3,0,0
Belgium,2024,Cycling Track,0,0,1,1,17,8,9,3
Belgium,2024,Equestrian,0,0,0,0,23,11,12,3
Belgium,2024,Fencing,0,0,0,0,1,0,1,0
Belgium,2024,Golf,0,0,0,0,3,1,2,0
Belgium,2024,Hockey,0,0,0,0,38,19,19,2
Belgium,2024,Judo,0,0,1,1,4,1,3,0
Belgium,2024,Rowing,0,0,0,0,3,0,3,1
Belgium,2024,Sailing,0,0,0,0,8,4,4,3
Belgium,2024,Sport Climbing,0,0,0,0,1,0,1,0
Belgium,2024,Swimming,0,0,0,0,8,5,3,0
Belgium,2024,Table Tennis,0,0,0,0,2,0,2,0
Belgium,2024,Taekwondo,0,0,1,1,1,1,0,0
Belgium,2024,Tennis,0,0,0,0,3,0,3,1
Belgium,2024,Triathlon,0,0,0,0,4,2,2,0
Belgium,2024,Weightlifting,0,0,0,0,1,1,0,0
Belize,1968,Athletics,0,0,0,0,2,0,2,0
Belize,1968,Cycling,0,0,0,0,2,0,2,0
Belize,1968,Shooting,0,0,0,0,2,0,2,0
Belize,1968,Weightlifting,0,0,0,0,1,0,1,0
Belize,1972,Shooting,0,0,0,0,2,0,2,0
Belize,1976,Athletics,0,0,0,0,2,0,2,0
Belize,1976,Shooting,0,0,0,0,2,0,2,0
Belize,1984,Athletics,0,0,0,0,4,0,4,0
Belize,1984,Boxing,0,0,0,0,1,0,1,0
Belize,1984,Cycling,0,0,0,0,8,0,8,1
Belize,1988,Athletics,0,0,0,0,5,0,5,0
Belize,1988,Cycling,0,0,0,0,8,0,8,1
Belize,1992,Athletics,0,0,0,0,10,0,10,1
Belize,1992,Cycling,0,0,0,0,8,1,7,1
Belize,1996,Athletics,0,0,0,0,4,2,2,0
Belize,1996,Cycling,0,0,0,0,1,1,0,0
Belize,2000,Athletics,0,0,0,0,2,1,1,0
Belize,2004,Athletics,0,0,0,0,2,1,1,0
Belize,2008,Athletics,0,0,0,0,3,1,2,0
Belize,2008,Taekwondo,0,0,0,0,1,0,1,0
Belize,2012,Athletics,0,0,0,0,2,1,1,0
Belize,2012,Judo,0,0,0,0,1,0,1,0
Belize,2016,Athletics,0,0,0,0,2,1,1,0
Belize,2016,Judo,0,0,0,0,1,0,1,0
Belize,2020,Athletics,0,0,0,0,2,1,1,0
Belize,2020,Canoe Sprint,0,0,0,0,2,0,2,0
Belize,2024,Athletics,0,0,0,0,1,0,1,0
Benin,1972,Athletics,0,0,0,0,1,0,1,0
Benin,1972,Boxing,0,0,0,0,2,0,2,0
Benin,1980,Athletics,0,0,0,0,10,1,9,0
Benin,1980,Boxing,0,0,0,0,7,0,7,0
Benin,1984,Boxing,0,0,0,0,3,0,3,0
Benin,1988,Athletics,0,0,0,0,9,2,7,1
Benin,1988,Judo,0,0,0,0,1,0,1,0
Benin,1992,Athletics,0,0,0,0,5,2,3,0
Benin,1992,Cycling,0,0,0,0,2,0,2,0
Benin,1996,Athletics,0,0,0,0,7,1,6,1
Benin,2000,Athletics,0,0,0,0,2,1,1,0
Benin,2000,Taekwondo,0,0,0,0,1,0,1,0
Benin,2000,Tennis,0,0,0,0,1,0,1,0
Benin,2004,Athletics,0,0,0,0,2,1,1,0
Benin,2004,Swimming,0,0,0,0,2,1,1,2
Benin,2008,Athletics,0,0,0,0,2,1,1,0
Benin,2008,Swimming,0,0,0,0,2,1,1,1
Benin,2008,Taekwondo,0,0,0,0,1,0,1,0
Benin,2012,Athletics,0,0,0,0,2,1,1,0
Benin,2012,Boxing,0,0,0,0,1,0,1,0
Benin,2012,Judo,0,0,0,0,1,0,1,0
Benin,2012,Swimming,0,0,0,0,1,0,1,1
Benin,2016,Athletics,0,0,0,0,2,1,1,0
Benin,2016,Fencing,0,0,0,0,1,0,1,0
Benin,2016,Judo,0,0,0,0,1,0,1,0
Benin,2016,Swimming,0,0,0,0,2,1,1,1
Benin,2020,Athletics,0,0,0,0,3,2,1,0
Benin,2020,Judo,0,0,0,0,1,0,1,0
Benin,2020,Rowing,0,0,0,0,1,0,1,0
Benin,2020,Swimming,0,0,0,0,2,1,1,0
Benin,2024,Athletics,0,0,0,0,2,1,1,0
Benin,2024,Judo,0,0,0,0,1,0,1,0
Benin,2024,Swimming,0,0,0,0,2,1,1,0
Bermuda,1936,Swimming,0,0,0,0,9,0,9,1
Bermuda,1948,Athletics,0,0,0,0,16,5,11,1
Bermuda,1948,Diving,0,0,0,0,1,0,1,0
Bermuda,1948,Swimming,0,0,0,0,11,0,11,1
Bermuda,1952,Athletics,0,0,0,0,4,4,0,0
Bermuda,1952,Diving,0,0,0,0,2,0,2,0
Bermuda,1952,Swimming,0,0,0,0,6,0,6,0
Bermuda,1956,Sailing,0,0,0,0,3,0,3,1
Bermuda,1960,Sailing,0,0,0,0,9,0,9,3
Bermuda,1964,Sailing,0,0,0,0,4,0,4,1
Bermuda,1968,Athletics,0,0,0,0,2,0,2,0
Bermuda,1968,Sailing,0,0,0,0,4,0,4,1
Bermuda,1972,Boxing,0,0,0,0,1,0,1,0
Bermuda,1972,Rowing,0,0,0,0,1,0,1,0
Bermuda,1972,Sailing,0,0,0,0,7,0,7,1
Bermuda,1976,Athletics,0,0,0,0,12,1,11,1
Bermuda,1976,Boxing,0,0,1,1,2,0,2,0
Bermuda,1976,Sailing,0,0,0,0,6,0,6,2
Bermuda,1984,Athletics,0,0,0,0,4,1,3,0
Bermuda,1984,Cycling,0,0,0,0,3,0,3,0
Bermuda,1984,Equestrianism,0,0,0,0,1,0,1,0
Bermuda,1984,Sailing,0,0,0,0,3,0,3,1
Bermuda,1984,Swimming,0,0,0,0,2,0,2,0
Bermuda,1988,Athletics,0,0,0,0,7,0,7,0
Bermuda,1988,Boxing,0,0,0,0,1,0,1,0
Bermuda,1988,Equestrianism,0,0,0,0,2,1,1,0
Bermuda,1988,Sailing,0,0,0,0,2,0,2,1
Bermuda,1988,Swimming,0,0,0,0,1,0,1,0
Bermuda,1988,Tennis,0,0,0,0,1,0,1,0
Bermuda,1992,Athletics,0,0,0,0,5,2,3,0
Bermuda,1992,Equestrianism,0,0,0,0,3,3,0,0
Bermuda,1992,Sailing,0,0,0,0,7,1,6,3
Bermuda,1992,Swimming,0,0,0,0,14,3,11,2
Bermuda,1996,Athletics,0,0,0,0,4,0,4,0
Bermuda,1996,Cycling,0,0,0,0,1,0,1,0
